iter	Logloss
238	0.2708548034
239	0.2702166284
240	0.2699902707
241	0.269822821
242	0.2696333056
243	0.2694479878
244	0.2687257192
245	0.2684089432
246	0.268357693
247	0.2679183928
248	0.267723205
249	0.2674904942
250	0.2671283105
251	0.2669415179
252	0.2667811587
253	0.2665829078
254	0.2662010975
255	0.2660118374
256	0.2657655412
257	0.2654210838
258	0.2651898761
259	0.2650129535
260	0.2645790422
261	0.2642984845
262	0.2638059487
263	0.2633943583
264	0.2630752566
265	0.2628758145
266	0.262613125
267	0.2622905347
268	0.2621354509
269	0.2619860395
270	0.2618561412
271	0.2617731538
272	0.2614831232
273	0.2612723079
274	0.261124343
275	0.2610686966
276	0.2609491788
277	0.2607237287
278	0.2602619657
279	0.2600364872
280	0.2599146438
281	0.259591855
282	0.2591294681
283	0.2590394752
284	0.2588755992
285	0.2583396411
286	0.2581816076
287	0.2580355996
288	0.257927058
289	0.2574313173
290	0.2573024684
291	0.2571415703
292	0.2568377841
293	0.2563977466
294	0.2563137381
295	0.2560825588
296	0.2555790469
297	0.2552988296
298	0.2551493048
299	0.2545484259
300	0.2542926283
301	0.2540848761
302	0.2533860346
303	0.2532209106
304	0.2530155976
305	0.2527289137
306	0.2526535273
307	0.2525854867
308	0.2524814262
309	0.2521802494
310	0.2519196019
311	0.2517345677
312	0.251506253
313	0.251359139
314	0.2512530932
315	0.2508384964
316	0.2505425098
317	0.250272985
318	0.2500013614
319	0.2498705555
320	0.2496379865
321	0.2494969702
322	0.2493909812
323	0.2492735906
324	0.2491201517
325	0.249040199
326	0.2489864245
327	0.2485996509
328	0.2484642788
329	0.2482146074
330	0.2479161817
331	0.2477199728
332	0.247506293
333	0.2472057968
334	0.2465403658
335	0.2463580544
336	0.2462726846
337	0.2460884162
338	0.2459509168
339	0.245666899
340	0.2455889033
341	0.245299837
342	0.2452189484
343	0.2450545051
344	0.2446571524
345	0.2444410334
346	0.2443397808
347	0.2440822248
348	0.2439716411
349	0.2435800743
350	0.2434107527
351	0.2431756878
352	0.2427470802
353	0.2425311597
354	0.2421860216
355	0.2420009875
356	0.2417221883
357	0.2416270051
358	0.2414316472
359	0.2411701772
360	0.2409593619
361	0.2406414798
362	0.2402977314
363	0.2400903196
364	0.239971284
365	0.2398394003
366	0.239736446
367	0.2395219436
368	0.2391178692
369	0.2387746313
370	0.2386324522
371	0.2384510768
372	0.2382143953
373	0.238087475
374	0.2379904483
375	0.2375565086
376	0.2373937245
377	0.2370231172
378	0.2369442281
379	0.2367037461
380	0.236246592
381	0.2361281094
382	0.2358719716
383	0.2357165757
384	0.2354565381
385	0.2352287764
386	0.2351005799
387	0.2346863659
388	0.2345324024
389	0.2343192898
390	0.2341075811
391	0.2336362176
392	0.2333633177
393	0.2331426041
394	0.2330592479
395	0.2329034267
396	0.2326938877
397	0.2324971825
398	0.2323087874
399	0.232149974
400	0.2320376744
401	0.231210381
402	0.2309440328
403	0.230878091
404	0.2304992729
405	0.2299295781
406	0.2296923861
407	0.2296053145
408	0.2295074086
409	0.2291204648
410	0.2288664116
411	0.2288078013
412	0.2287003091
413	0.2285172177
414	0.2283521788
415	0.22823744
416	0.2281252255
417	0.2280244976
418	0.2279902929
419	0.2275741929
420	0.2274230089
421	0.2271715791
422	0.2269889699
423	0.2267938672
424	0.2265202866
425	0.2263668761
426	0.22604993
427	0.2258341938
428	0.2257015302
429	0.2254936079
430	0.2254371673
431	0.2250429912
432	0.2245673592
433	0.2244295196
434	0.2243311883
435	0.2241708716
436	0.2237938688
437	0.2235903992
438	0.2234999526
439	0.2232143181
440	0.222938029
441	0.2228099884
442	0.2224455641
443	0.2223458431
444	0.2221361481
445	0.2219067414
446	0.2216222556
447	0.2215657017
448	0.2214517003
449	0.2214221612
450	0.2212711899
451	0.2208768294
452	0.220598796
453	0.2205520553
454	0.2205042227
455	0.2204084439
456	0.2202952225
457	0.220059165
458	0.2199938046
459	0.2198060051
460	0.21969328
461	0.219587447
462	0.219215606
463	0.219041945
464	0.2190053721
465	0.2189791656
466	0.2187663082
467	0.2185554362
468	0.2183213923
469	0.218243113
470	0.2180877172
471	0.2179225365
472	0.2177789677
473	0.2176079302
474	0.2173583581
475	0.2171575121
476	0.2170894856
477	0.2167598616
478	0.2166224048
479	0.2165735086
480	0.2164147377
481	0.2162468768
482	0.2160642534
483	0.2159782596
484	0.215322259
485	0.2151827459
486	0.2151016729
487	0.2149274589
488	0.2148537033
489	0.2145811863
490	0.2145451381
491	0.214462094
492	0.2141902009
493	0.214042392
494	0.2138340442
495	0.2136745643
496	0.2136483152
497	0.2135276629
498	0.2134050962
499	0.2132547772
500	0.2132129715
501	0.2130513644
502	0.2128173206
503	0.2127578027
504	0.2123402563
505	0.2121890155
506	0.2121247471
507	0.2120473186
508	0.2119211641
509	0.2116207672
510	0.2114767304
511	0.211209588
512	0.2110806966
513	0.2108187728
514	0.210706927
515	0.2106674186
516	0.2105281183
517	0.2102777946
518	0.2101064735
519	0.2099751571
520	0.2098671685
521	0.2097057457
522	0.2095618649
523	0.2094684119
524	0.2089458549
525	0.2088817849
526	0.2088030944
527	0.2086102181
528	0.2084605372
529	0.2083441109
530	0.2081837518
531	0.207983317
532	0.2079479211
533	0.2077877888
534	0.2076881954
535	0.2075194694
536	0.2074964252
537	0.20744353
538	0.2073654775
539	0.2066411811
540	0.2065832657
541	0.2065088862
542	0.2064085128
543	0.2060324884
544	0.2057989267
545	0.2057298651
546	0.2055429165
547	0.205327705
548	0.2051417491
549	0.2050738361
550	0.2049341954
551	0.2048099979
552	0.2046455121
553	0.2043684997
554	0.2042245196
555	0.2040920687
556	0.2039481028
557	0.2036938369
558	0.2036103956
559	0.2034395425
560	0.2030837261
561	0.2029284296
562	0.2025821286
563	0.2025221996
564	0.2024108784
565	0.2022332893
566	0.2021001294
567	0.2019236889
568	0.2018214578
569	0.2017098247
570	0.2014692008
571	0.2013844975
572	0.201369338
573	0.201173044
574	0.2010562916
575	0.2008616143
576	0.2005446256
577	0.2004600215
578	0.2002515744
579	0.2000050938
580	0.1996336216
581	0.1994535082
582	0.1994197148
583	0.1993112724
584	0.199186536
585	0.1988318257
586	0.1986389778
587	0.1985676472
588	0.1983920009
589	0.198276397
590	0.1981243763
591	0.1980174513
592	0.197954374
593	0.1977555559
594	0.1975392384
595	0.1974016114
596	0.1972286027
597	0.1971026326
598	0.196945762
599	0.1965915764
600	0.1965705034
601	0.1964252895
602	0.1962343844
603	0.1959404399
604	0.1958259705
605	0.1955955003
606	0.1954630636
607	0.1953785872
608	0.195353742
609	0.1950716954
610	0.1949021043
611	0.1948777413
612	0.1947894218
613	0.1947195093
614	0.1946137755
615	0.1943882119
616	0.1942380631
617	0.1941906559
618	0.1940648843
619	0.1937626013
620	0.1936529251
621	0.1934357709
622	0.1934019775
623	0.1932150431
624	0.1930848753
625	0.1928918856
626	0.192648383
627	0.192330983
628	0.1922458826
629	0.1921613778
630	0.1918611653
631	0.1917641953
632	0.1913222859
633	0.1911946707
634	0.1908899202
635	0.1908378474
636	0.1906150066
637	0.1903198
638	0.1899258082
639	0.1897727665
640	0.18970803
641	0.1896420457
642	0.1895814643
643	0.1893758392
644	0.1891196163
645	0.1888928047
646	0.188855225
647	0.1888080872
648	0.188399333
649	0.1881792433
650	0.187921503
651	0.1878244338
652	0.1877206853
653	0.1874843158
654	0.187275656
655	0.1870428884
656	0.1870166252
657	0.1866885043
658	0.1864655642
659	0.1862392349
660	0.185903981
661	0.1855833761
662	0.1853892944
663	0.1851225775
664	0.185032925
665	0.1849583043
666	0.1844720649
667	0.184291512
668	0.1838904297
669	0.1837051545
670	0.1833388441
671	0.1831285393
672	0.1830201962
673	0.1827961216
674	0.1825841718
675	0.1825096079
676	0.1823134275
677	0.182252449
678	0.1819878309
679	0.1817418749
680	0.1816974883
681	0.1816124872
682	0.181480561
683	0.1812085829
684	0.1810767701
685	0.1809577203
686	0.1807756358
687	0.1806024428
688	0.1801851516
689	0.1799415356
690	0.1797369741
691	0.1796155135
692	0.1793120393
693	0.1790180806
694	0.1788867216
695	0.1786200472
696	0.1784130183
697	0.1783092415
698	0.1781871994
699	0.1780961856
700	0.1780028176
701	0.1779019904
702	0.1776436119
703	0.1772497053
704	0.177027531
705	0.1768859191
706	0.1768114119
707	0.1765853237
708	0.1760381767
709	0.1758742723
710	0.1757970282
711	0.1757303631
712	0.1755174916
713	0.1754511952
714	0.1754010227
715	0.1752879573
716	0.1749943531
717	0.1747898484
718	0.1745348875
719	0.174121255
720	0.1740359135
721	0.1739022147
722	0.1738142781
723	0.1737209385
724	0.1734317304
725	0.1733473533
726	0.1732342737
727	0.1730772612
728	0.1728694523
729	0.1727307901
730	0.1723308282
731	0.1721105258
732	0.1719945674
733	0.1716343691
734	0.1713560095
735	0.1711484133
736	0.1709277989
737	0.17081289
738	0.1707053977
739	0.1705818241
740	0.1704594418
741	0.1701066601
742	0.1697955991
743	0.1696049776
744	0.1693856253
745	0.1689928247
746	0.1687743091
747	0.1681429694
748	0.1677130996
749	0.167561717
750	0.1673999539
751	0.1668404411
752	0.1665982715
753	0.1665032444
754	0.1664669126
755	0.1663110063
756	0.1661651259
757	0.1660871019
758	0.1659315217
759	0.1654710351
760	0.1652450744
761	0.1647273673
762	0.1644240207
763	0.1640285967
764	0.163868507
765	0.1638196533
766	0.163757909
767	0.1635434634
768	0.1633826504
769	0.1631822157
770	0.1630446312
771	0.1628808119
772	0.1624557779
773	0.1623355227
774	0.1622601646
775	0.1620160664
776	0.1618037621
777	0.1616363833
778	0.1615499783
779	0.1614266174
780	0.1613597822
781	0.1611824483
782	0.1608805199
783	0.1605427134
784	0.1602389414
785	0.1599586532
786	0.1597952735
787	0.1597291898
788	0.159355165
789	0.1591262263
790	0.1590046523
791	0.1585648274
792	0.158253894
793	0.1578617174
794	0.1577063216
795	0.1572354119
796	0.1569971279
797	0.1568069602
798	0.1565246158
799	0.1562875088
800	0.1559912103
801	0.1558303689
802	0.1555704305
803	0.1553714138
804	0.1551558195
805	0.1547740093
806	0.1546464367
807	0.1544542127
808	0.1540619369
809	0.1536241824
810	0.1534137784
811	0.1530735186
812	0.1528554993
813	0.152579196
814	0.1523201793
815	0.1519202032
816	0.1517558875
817	0.1514959207
818	0.1513797355
819	0.1511328153
820	0.1508040138
821	0.1502112464
822	0.1500153212
823	0.1497537094
824	0.1494316722
825	0.1493646952
826	0.1490214574
827	0.1487686095
828	0.1485520651
829	0.1482504628
830	0.1480072438
831	0.1478081278
832	0.1476240154
833	0.1474567076
834	0.1473594398
835	0.1472325479
836	0.1471095132
837	0.14695996
838	0.1466905912
839	0.1466237702
840	0.146435134
841	0.1462798942
842	0.1460813597
843	0.1457958954
844	0.1454037046
845	0.1450603534
846	0.1449102613
847	0.1445748797
848	0.1443864988
849	0.144181909
850	0.1438274114
851	0.1436468018
852	0.1433413989
853	0.142895774
854	0.1426612906
855	0.1425534722
856	0.1422697238
857	0.1419298469
858	0.1417457628
859	0.1415666563
860	0.1415219293
861	0.1413397314
862	0.141083012
863	0.1406979969
864	0.1405507835
865	0.1404968389
866	0.1403153783
867	0.1400077349
868	0.1396269457
869	0.1392736819
870	0.1390472533
871	0.1389331668
872	0.1385451027
873	0.1382999126
874	0.1380088326
875	0.1376380836
876	0.1375413406
877	0.1374082941
878	0.1371594452
879	0.1369818136
880	0.1366256143
881	0.136481308
882	0.1362638418
883	0.1359443431
884	0.1357541328
885	0.1356880492
886	0.1354986756
887	0.1351471135
888	0.1349676241
889	0.1347915807
890	0.1344684942
891	0.1341777687
892	0.1339721153
893	0.1337242591
894	0.1335625386
895	0.1333279842
896	0.13307542
897	0.1329338649
898	0.1326114448
899	0.1324149523
900	0.1321912323
901	0.13195543
902	0.1316358745
903	0.131306449
904	0.1310801197
905	0.1307891532
906	0.1305885482
907	0.1304345989
908	0.1302305196
909	0.1300473431
910	0.1299394963
911	0.1297169675
912	0.1295946844
913	0.129361378
914	0.129185136
915	0.1288459115
916	0.1286143493
917	0.128401265
918	0.1281566563
919	0.1279407642
920	0.1277298213
921	0.1275540899
922	0.127368687
923	0.1272213744
924	0.1269282523
925	0.1266015496
926	0.126361181
927	0.1260577636
928	0.1258148566
929	0.1256372674
930	0.1255131834
931	0.1252037248
932	0.1249259041
933	0.1247120115
934	0.1245672657
935	0.1243499554
936	0.1243206149
937	0.1238880649
938	0.123697415
939	0.1235140826
940	0.1233685568
941	0.1229732745
942	0.1229353261
943	0.1227894883
944	0.1225031731
945	0.1222749294
946	0.1221033813
947	0.1216859767
948	0.1216388531
949	0.1214920085
950	0.1213446108
951	0.1212978843
952	0.1210777378
953	0.1208784092
954	0.1207093003
955	0.1205355117
956	0.1201186034
957	0.1199218699
958	0.1198755404
959	0.1197088849
960	0.1195313808
961	0.1192586795
962	0.118935678
963	0.1187173397
964	0.1185224
965	0.118248784
966	0.1179741824
967	0.1177155841
968	0.1174578721
969	0.1171971821
970	0.1168428973
971	0.1166625428
972	0.1165691891
973	0.1163297422
974	0.1161094327
975	0.1159489176
976	0.1157434414
977	0.1155281449
978	0.115447235
979	0.115116668
980	0.1149780341
981	0.1147858315
982	0.1144889018
983	0.1143779068
984	0.1141449408
985	0.1140749502
986	0.1139658555
987	0.1138266757
988	0.113775936
989	0.1135537759
990	0.1133627006
991	0.1131330883
992	0.1129224006
993	0.1127553196
994	0.1125948116
995	0.1123397514
996	0.1121860006
997	0.1119846937
998	0.1118162088
999	0.1115979698
